fname,label,aso_id,manually_verified,noisy_small
340225.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32635.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32642.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32643.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32646.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32644.wav,Walk_or_footsteps,/m/07pbtc8,1,0
349188.wav,Squeak,/m/07q6cd_,0,0
267020.wav,Squeak,/m/07q6cd_,0,0
104078.wav,Wind,/m/03m9d0z,0,0
214005.wav,Walk_or_footsteps,/m/07pbtc8,0,0
342873.wav,Squeak,/m/07q6cd_,0,0
257049.wav,Squeak,/m/07q6cd_,0,0
257050.wav,Squeak,/m/07q6cd_,0,0
272109.wav,Walk_or_footsteps,/m/07pbtc8,0,0
34355.wav,Wind,/m/03m9d0z,0,0
104963.wav,Squeak,/m/07q6cd_,0,0
31238.wav,Squeak,/m/07q6cd_,0,0
242014.wav,Wind,/m/03m9d0z,0,0
41578.wav,Walk_or_footsteps,/m/07pbtc8,0,0
104967.wav,Squeak,/m/07q6cd_,0,0
17651.wav,Walk_or_footsteps,/m/07pbtc8,0,0
211645.wav,Wind,/m/03m9d0z,0,0
119852.wav,Squeak,/m/07q6cd_,0,0
211941.wav,Wind,/m/03m9d0z,0,0
334911.wav,Wind,/m/03m9d0z,0,0
151229.wav,Walk_or_footsteps,/m/07pbtc8,0,0
273462.wav,Squeak,/m/07q6cd_,0,0
37403.wav,Wind,/m/03m9d0z,0,0
60612.wav,Walk_or_footsteps,/m/07pbtc8,0,0
388580.wav,Walk_or_footsteps,/m/07pbtc8,0,0
38872.wav,Walk_or_footsteps,/m/07pbtc8,0,0
320419.wav,Squeak,/m/07q6cd_,0,0
119912.wav,Walk_or_footsteps,/m/07pbtc8,0,0
273934.wav,Squeak,/m/07q6cd_,0,0
343127.wav,Squeak,/m/07q6cd_,0,0
153440.wav,Walk_or_footsteps,/m/07pbtc8,0,0
138330.wav,Squeak,/m/07q6cd_,0,0
217815.wav,Walk_or_footsteps,/m/07pbtc8,0,0
40677.wav,Walk_or_footsteps,/m/07pbtc8,0,0
99434.wav,Squeak,/m/07q6cd_,0,0
119916.wav,Squeak,/m/07q6cd_,0,0
253683.wav,Walk_or_footsteps,/m/07pbtc8,0,0
89613.wav,Wind,/m/03m9d0z,0,0
43761.wav,Walk_or_footsteps,/m/07pbtc8,0,0
420319.wav,Wind,/m/03m9d0z,0,0
214888.wav,Squeak,/m/07q6cd_,0,0
95290.wav,Walk_or_footsteps,/m/07pbtc8,0,0
353381.wav,Walk_or_footsteps,/m/07pbtc8,0,0
361198.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
208847.wav,Wind,/m/03m9d0z,0,0
392792.wav,Walk_or_footsteps,/m/07pbtc8,0,0
31777.wav,Walk_or_footsteps,/m/07pbtc8,0,0
256638.wav,Wind,/m/03m9d0z,0,0
250940.wav,Walk_or_footsteps,/m/07pbtc8,0,0
69485.wav,Squeak,/m/07q6cd_,0,0
432552.wav,Walk_or_footsteps,/m/07pbtc8,0,0
200337.wav,Squeak,/m/07q6cd_,0,1
70111.wav,Walk_or_footsteps,/m/07pbtc8,0,0
251632.wav,Wind,/m/03m9d0z,0,0
338144.wav,Walk_or_footsteps,/m/07pbtc8,0,0
191518.wav,Walk_or_footsteps,/m/07pbtc8,0,0
272102.wav,Walk_or_footsteps,/m/07pbtc8,0,0
148795.wav,Walk_or_footsteps,/m/07pbtc8,0,0
17339.wav,Wind,/m/03m9d0z,0,0
376002.wav,Squeak,/m/07q6cd_,0,0
148905.wav,Squeak,/m/07q6cd_,0,0
170801.wav,Squeak,/m/07q6cd_,0,0
201285.wav,Squeak,/m/07q6cd_,0,0
144126.wav,Wind,/m/03m9d0z,0,0
330243.wav,Squeak,/m/07q6cd_,0,0
264438.wav,Wind,/m/03m9d0z,0,0
405139.wav,Wind,/m/03m9d0z,0,0
23733.wav,Squeak,/m/07q6cd_,0,0
341535.wav,Squeak,/m/07q6cd_,0,0
353954.wav,Wind,/m/03m9d0z,0,0
14606.wav,Wind,/m/03m9d0z,0,0
207260.wav,Walk_or_footsteps,/m/07pbtc8,0,0
408013.wav,Walk_or_footsteps,/m/07pbtc8,0,0
75242.wav,Acoustic_guitar,/m/042v_gx,0,0
325090.wav,Wind,/m/03m9d0z,0,0
152650.wav,Walk_or_footsteps,/m/07pbtc8,0,0
94340.wav,Walk_or_footsteps,/m/07pbtc8,0,0
79058.wav,Squeak,/m/07q6cd_,0,0
175682.wav,Wind,/m/03m9d0z,0,0
271569.wav,Squeak,/m/07q6cd_,0,0
420322.wav,Wind,/m/03m9d0z,0,0
214523.wav,Acoustic_guitar,/m/042v_gx,0,0
58900.wav,Acoustic_guitar,/m/042v_gx,0,0
262323.wav,Wind,/m/03m9d0z,0,0
371710.wav,Wind,/m/03m9d0z,0,0
384223.wav,Squeak,/m/07q6cd_,0,0
149634.wav,Wind,/m/03m9d0z,0,0
128805.wav,Acoustic_guitar,/m/042v_gx,0,0
161244.wav,Walk_or_footsteps,/m/07pbtc8,0,0
108684.wav,Squeak,/m/07q6cd_,0,1
395610.wav,Walk_or_footsteps,/m/07pbtc8,0,0
271570.wav,Squeak,/m/07q6cd_,0,0
392511.wav,Walk_or_footsteps,/m/07pbtc8,0,0
396169.wav,Wind,/m/03m9d0z,0,0
429796.wav,Walk_or_footsteps,/m/07pbtc8,0,0
100651.wav,Walk_or_footsteps,/m/07pbtc8,0,0
137026.wav,Squeak,/m/07q6cd_,0,0
271571.wav,Squeak,/m/07q6cd_,0,0
232700.wav,Squeak,/m/07q6cd_,0,0
78992.wav,Squeak,/m/07q6cd_,0,0
337153.wav,Squeak,/m/07q6cd_,0,0
385802.wav,Walk_or_footsteps,/m/07pbtc8,0,0
270602.wav,Acoustic_guitar,/m/042v_gx,0,0
238377.wav,Wind,/m/03m9d0z,0,0
30782.wav,Wind,/m/03m9d0z,0,0
8459.wav,Acoustic_guitar,/m/042v_gx,0,0
408597.wav,Walk_or_footsteps,/m/07pbtc8,0,0
213028.wav,Wind,/m/03m9d0z,0,0
429063.wav,Wind,/m/03m9d0z,0,0
175382.wav,Squeak,/m/07q6cd_,0,0
222800.wav,Acoustic_guitar,/m/042v_gx,0,0
187611.wav,Walk_or_footsteps,/m/07pbtc8,0,0
393871.wav,Walk_or_footsteps,/m/07pbtc8,0,0
278137.wav,Squeak,/m/07q6cd_,0,0
141277.wav,Squeak,/m/07q6cd_,0,0
48511.wav,Wind,/m/03m9d0z,0,0
329603.wav,Walk_or_footsteps,/m/07pbtc8,0,0
183601.wav,Squeak,/m/07q6cd_,0,0
15521.wav,Walk_or_footsteps,/m/07pbtc8,0,0
40696.wav,Walk_or_footsteps,/m/07pbtc8,0,0
23703.wav,Walk_or_footsteps,/m/07pbtc8,0,0
419177.wav,Walk_or_footsteps,/m/07pbtc8,0,0
272278.wav,Walk_or_footsteps,/m/07pbtc8,0,0
29834.wav,Piano,/m/05r5c,1,0
238634.wav,Piano,/m/05r5c,1,0
148755.wav,Piano,/m/05r5c,1,0
203462.wav,Piano,/m/05r5c,1,0
203464.wav,Piano,/m/05r5c,1,0
203466.wav,Piano,/m/05r5c,1,0
203476.wav,Piano,/m/05r5c,1,0
28581.wav,Piano,/m/05r5c,1,0
28590.wav,Piano,/m/05r5c,1,0
28630.wav,Piano,/m/05r5c,1,0
28573.wav,Piano,/m/05r5c,1,0
28587.wav,Piano,/m/05r5c,1,0
28620.wav,Piano,/m/05r5c,1,0
188016.wav,Piano,/m/05r5c,1,0
176466.wav,Piano,/m/05r5c,1,0
176475.wav,Piano,/m/05r5c,1,0
176485.wav,Piano,/m/05r5c,1,0
176501.wav,Piano,/m/05r5c,1,0
176508.wav,Piano,/m/05r5c,1,0
176512.wav,Piano,/m/05r5c,1,0
176480.wav,Piano,/m/05r5c,1,0
316010.wav,Piano,/m/05r5c,1,0
316016.wav,Piano,/m/05r5c,1,0
316041.wav,Piano,/m/05r5c,1,0
316084.wav,Piano,/m/05r5c,1,0
316009.wav,Piano,/m/05r5c,1,0
316029.wav,Piano,/m/05r5c,1,0
316045.wav,Piano,/m/05r5c,1,0
316056.wav,Piano,/m/05r5c,1,0
39157.wav,Piano,/m/05r5c,1,0
39201.wav,Piano,/m/05r5c,1,0
39206.wav,Piano,/m/05r5c,1,0
39207.wav,Piano,/m/05r5c,1,0
39155.wav,Piano,/m/05r5c,1,0
39167.wav,Piano,/m/05r5c,1,0
39172.wav,Piano,/m/05r5c,1,0
39176.wav,Piano,/m/05r5c,1,0
39181.wav,Piano,/m/05r5c,1,0
277087.wav,Piano,/m/05r5c,1,0
277110.wav,Piano,/m/05r5c,1,0
70823.wav,Piano,/m/05r5c,1,0
70828.wav,Piano,/m/05r5c,1,0
70856.wav,Piano,/m/05r5c,1,0
70865.wav,Piano,/m/05r5c,1,0
277103.wav,Piano,/m/05r5c,1,0
70827.wav,Piano,/m/05r5c,1,0
70860.wav,Piano,/m/05r5c,1,0
70864.wav,Piano,/m/05r5c,1,0
316898.wav,Piano,/m/05r5c,1,0
316904.wav,Piano,/m/05r5c,1,0
316908.wav,Piano,/m/05r5c,1,0
316910.wav,Piano,/m/05r5c,1,0
316911.wav,Piano,/m/05r5c,1,0
316913.wav,Piano,/m/05r5c,1,0
316912.wav,Piano,/m/05r5c,1,0
316899.wav,Piano,/m/05r5c,1,0
316900.wav,Piano,/m/05r5c,1,0
316902.wav,Piano,/m/05r5c,1,0
316907.wav,Piano,/m/05r5c,1,0
316901.wav,Piano,/m/05r5c,1,0
382483.wav,Piano,/m/05r5c,1,0
382485.wav,Piano,/m/05r5c,1,0
382487.wav,Piano,/m/05r5c,1,0
382505.wav,Piano,/m/05r5c,1,0
382511.wav,Piano,/m/05r5c,1,0
382513.wav,Piano,/m/05r5c,1,0
382534.wav,Piano,/m/05r5c,1,0
382536.wav,Piano,/m/05r5c,1,0
382543.wav,Piano,/m/05r5c,1,0
382452.wav,Piano,/m/05r5c,1,0
382533.wav,Piano,/m/05r5c,1,0
382537.wav,Piano,/m/05r5c,1,0
382547.wav,Piano,/m/05r5c,1,0
148546.wav,Piano,/m/05r5c,1,0
148593.wav,Piano,/m/05r5c,1,0
148602.wav,Piano,/m/05r5c,1,0
148401.wav,Piano,/m/05r5c,1,0
148429.wav,Piano,/m/05r5c,1,0
148473.wav,Piano,/m/05r5c,1,0
148480.wav,Piano,/m/05r5c,1,0
148494.wav,Piano,/m/05r5c,1,0
148501.wav,Piano,/m/05r5c,1,0
148514.wav,Piano,/m/05r5c,1,0
148519.wav,Piano,/m/05r5c,1,0
148539.wav,Piano,/m/05r5c,1,0
148545.wav,Piano,/m/05r5c,1,0
148561.wav,Piano,/m/05r5c,1,0
148582.wav,Piano,/m/05r5c,1,0
148583.wav,Piano,/m/05r5c,1,0
148585.wav,Piano,/m/05r5c,1,0
148402.wav,Piano,/m/05r5c,1,0
148478.wav,Piano,/m/05r5c,1,0
148481.wav,Piano,/m/05r5c,1,0
148487.wav,Piano,/m/05r5c,1,0
148508.wav,Piano,/m/05r5c,1,0
148521.wav,Piano,/m/05r5c,1,0
429319.wav,Wind,/m/03m9d0z,0,0
337328.wav,Squeak,/m/07q6cd_,0,0
40686.wav,Walk_or_footsteps,/m/07pbtc8,0,0
337335.wav,Squeak,/m/07q6cd_,0,0
18063.wav,Walk_or_footsteps,/m/07pbtc8,0,0
431091.wav,Piano,/m/05r5c,0,0
39211.wav,Piano,/m/05r5c,0,0
337330.wav,Squeak,/m/07q6cd_,0,0
272099.wav,Walk_or_footsteps,/m/07pbtc8,0,0
337336.wav,Squeak,/m/07q6cd_,0,0
350102.wav,Piano,/m/05r5c,0,0
337339.wav,Squeak,/m/07q6cd_,0,0
176529.wav,Piano,/m/05r5c,0,0
337343.wav,Squeak,/m/07q6cd_,0,0
337348.wav,Squeak,/m/07q6cd_,0,0
17125.wav,Walk_or_footsteps,/m/07pbtc8,0,1
156197.wav,Walk_or_footsteps,/m/07pbtc8,0,0
316876.wav,Squeak,/m/07q6cd_,0,0
29841.wav,Piano,/m/05r5c,0,1
161230.wav,Squeak,/m/07q6cd_,0,0
420400.wav,Walk_or_footsteps,/m/07pbtc8,0,0
234737.wav,Wind,/m/03m9d0z,0,0
365498.wav,Walk_or_footsteps,/m/07pbtc8,0,0
371311.wav,Walk_or_footsteps,/m/07pbtc8,0,0
171474.wav,Squeak,/m/07q6cd_,0,0
257677.wav,Walk_or_footsteps,/m/07pbtc8,0,0
251351.wav,Squeak,/m/07q6cd_,0,0
348324.wav,Walk_or_footsteps,/m/07pbtc8,0,0
197400.wav,Walk_or_footsteps,/m/07pbtc8,0,1
331227.wav,Squeak,/m/07q6cd_,0,0
277132.wav,Piano,/m/05r5c,0,0
376437.wav,Walk_or_footsteps,/m/07pbtc8,0,0
430692.wav,Wind,/m/03m9d0z,0,0
148509.wav,Piano,/m/05r5c,0,0
268882.wav,Walk_or_footsteps,/m/07pbtc8,0,0
354061.wav,Walk_or_footsteps,/m/07pbtc8,0,0
368120.wav,Squeak,/m/07q6cd_,0,0
257042.wav,Walk_or_footsteps,/m/07pbtc8,0,0
252511.wav,Piano,/m/05r5c,0,0
143955.wav,Squeak,/m/07q6cd_,0,0
382355.wav,Piano,/m/05r5c,0,0
422745.wav,Walk_or_footsteps,/m/07pbtc8,0,0
109824.wav,Squeak,/m/07q6cd_,0,0
109825.wav,Squeak,/m/07q6cd_,0,0
369268.wav,Piano,/m/05r5c,0,0
185314.wav,Writing,/m/081rb,0,0
256307.wav,Tearing,/m/07qcx4z,1,0
322227.wav,Tearing,/m/07qcx4z,1,0
10425.wav,Tearing,/m/07qcx4z,1,0
223375.wav,Tearing,/m/07qcx4z,1,0
223373.wav,Tearing,/m/07qcx4z,1,0
353055.wav,Tearing,/m/07qcx4z,1,0
267713.wav,Tearing,/m/07qcx4z,1,0
347322.wav,Tearing,/m/07qcx4z,1,0
328726.wav,Tearing,/m/07qcx4z,1,0
178495.wav,Tearing,/m/07qcx4z,1,0
255158.wav,Tearing,/m/07qcx4z,1,0
172622.wav,Tearing,/m/07qcx4z,1,0
59966.wav,Tearing,/m/07qcx4z,1,0
327919.wav,Tearing,/m/07qcx4z,1,0
111110.wav,Tearing,/m/07qcx4z,1,0
365610.wav,Tearing,/m/07qcx4z,1,0
68900.wav,Tearing,/m/07qcx4z,1,0
10427.wav,Tearing,/m/07qcx4z,1,0
361438.wav,Tearing,/m/07qcx4z,1,0
141130.wav,Tearing,/m/07qcx4z,1,0
23633.wav,Tearing,/m/07qcx4z,1,0
338187.wav,Tearing,/m/07qcx4z,1,0
172624.wav,Tearing,/m/07qcx4z,1,0
245198.wav,Tearing,/m/07qcx4z,1,0
342541.wav,Tearing,/m/07qcx4z,1,0
18327.wav,Tearing,/m/07qcx4z,1,0
179022.wav,Tearing,/m/07qcx4z,1,0
179016.wav,Tearing,/m/07qcx4z,1,0
216926.wav,Tearing,/m/07qcx4z,1,0
68894.wav,Tearing,/m/07qcx4z,1,0
172625.wav,Tearing,/m/07qcx4z,1,0
172626.wav,Tearing,/m/07qcx4z,1,0
68897.wav,Tearing,/m/07qcx4z,1,0
111107.wav,Tearing,/m/07qcx4z,1,0
159084.wav,Tearing,/m/07qcx4z,1,0
159083.wav,Tearing,/m/07qcx4z,1,0
179020.wav,Tearing,/m/07qcx4z,1,0
159092.wav,Tearing,/m/07qcx4z,1,0
187273.wav,Tearing,/m/07qcx4z,1,0
111118.wav,Tearing,/m/07qcx4z,1,0
198233.wav,Tearing,/m/07qcx4z,1,0
45657.wav,Tearing,/m/07qcx4z,1,0
90801.wav,Tearing,/m/07qcx4z,1,0
275522.wav,Tearing,/m/07qcx4z,1,0
10428.wav,Tearing,/m/07qcx4z,1,0
10426.wav,Tearing,/m/07qcx4z,1,0
141131.wav,Tearing,/m/07qcx4z,1,0
181773.wav,Tearing,/m/07qcx4z,1,0
68899.wav,Tearing,/m/07qcx4z,1,0
347318.wav,Tearing,/m/07qcx4z,1,0
10420.wav,Tearing,/m/07qcx4z,1,0
211001.wav,Tearing,/m/07qcx4z,1,0
68902.wav,Tearing,/m/07qcx4z,1,0
10419.wav,Tearing,/m/07qcx4z,1,0
331609.wav,Tearing,/m/07qcx4z,1,0
352444.wav,Tearing,/m/07qcx4z,1,0
85481.wav,Tearing,/m/07qcx4z,1,0
111119.wav,Tearing,/m/07qcx4z,1,0
68898.wav,Tearing,/m/07qcx4z,1,0
151446.wav,Tearing,/m/07qcx4z,1,0
111114.wav,Tearing,/m/07qcx4z,1,0
221679.wav,Tearing,/m/07qcx4z,1,0
187962.wav,Clapping,/m/0l15bq,0,0
13356.wav,Piano,/m/05r5c,0,0
60853.wav,Walk_or_footsteps,/m/07pbtc8,0,0
111106.wav,Tearing,/m/07qcx4z,0,0
251861.wav,Piano,/m/05r5c,0,0
111113.wav,Tearing,/m/07qcx4z,0,1
181770.wav,Tearing,/m/07qcx4z,0,0
111115.wav,Tearing,/m/07qcx4z,0,0
8996.wav,Piano,/m/05r5c,0,0
168773.wav,Walk_or_footsteps,/m/07pbtc8,0,0
111120.wav,Tearing,/m/07qcx4z,0,0
252488.wav,Piano,/m/05r5c,0,0
252490.wav,Piano,/m/05r5c,0,0
62484.wav,Tearing,/m/07qcx4z,0,1
196612.wav,Tearing,/m/07qcx4z,0,0
59592.wav,Walk_or_footsteps,/m/07pbtc8,0,0
252387.wav,Piano,/m/05r5c,0,0
360489.wav,Tearing,/m/07qcx4z,0,0
189828.wav,Clapping,/m/0l15bq,0,0
266522.wav,Walk_or_footsteps,/m/07pbtc8,0,0
201773.wav,Tearing,/m/07qcx4z,0,0
319537.wav,Tearing,/m/07qcx4z,0,0
29831.wav,Piano,/m/05r5c,0,0
346176.wav,Tearing,/m/07qcx4z,0,0
253250.wav,Piano,/m/05r5c,0,0
180770.wav,Clapping,/m/0l15bq,0,0
181771.wav,Tearing,/m/07qcx4z,0,0
148428.wav,Piano,/m/05r5c,0,0
149637.wav,Wind,/m/03m9d0z,0,0
111116.wav,Tearing,/m/07qcx4z,0,0
347319.wav,Tearing,/m/07qcx4z,0,0
269287.wav,Wind,/m/03m9d0z,0,0
369754.wav,Tearing,/m/07qcx4z,0,0
340892.wav,Squeak,/m/07q6cd_,0,0
386028.wav,Walk_or_footsteps,/m/07pbtc8,0,0
350167.wav,Piano,/m/05r5c,0,0
30644.wav,Tearing,/m/07qcx4z,0,0
119907.wav,Tearing,/m/07qcx4z,0,0
183108.wav,Clapping,/m/0l15bq,0,0
252373.wav,Piano,/m/05r5c,0,0
277090.wav,Piano,/m/05r5c,0,0
208101.wav,Walk_or_footsteps,/m/07pbtc8,0,0
244296.wav,Wind,/m/03m9d0z,0,0
337302.wav,Piano,/m/05r5c,0,0
406749.wav,Walk_or_footsteps,/m/07pbtc8,0,0
242190.wav,Walk_or_footsteps,/m/07pbtc8,0,0
67177.wav,Tearing,/m/07qcx4z,0,0
87521.wav,Walk_or_footsteps,/m/07pbtc8,0,0
148408.wav,Piano,/m/05r5c,0,0
434187.wav,Clapping,/m/0l15bq,0,0
337522.wav,Tearing,/m/07qcx4z,0,0
428801.wav,Walk_or_footsteps,/m/07pbtc8,0,0
223374.wav,Tearing,/m/07qcx4z,0,0
397440.wav,Piano,/m/05r5c,0,0
320418.wav,Squeak,/m/07q6cd_,0,0
62660.wav,Walk_or_footsteps,/m/07pbtc8,0,0
427405.wav,Piano,/m/05r5c,0,0
380391.wav,Wind,/m/03m9d0z,0,0
122816.wav,Walk_or_footsteps,/m/07pbtc8,0,0
364697.wav,Tearing,/m/07qcx4z,0,0
360800.wav,Walk_or_footsteps,/m/07pbtc8,0,0
252530.wav,Piano,/m/05r5c,0,0
189231.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10395.wav,Tearing,/m/07qcx4z,0,1
138472.wav,Walk_or_footsteps,/m/07pbtc8,0,0
121200.wav,Tearing,/m/07qcx4z,0,0
187802.wav,Piano,/m/05r5c,0,1
252515.wav,Piano,/m/05r5c,0,0
260091.wav,Clapping,/m/0l15bq,0,0
160597.wav,Walk_or_footsteps,/m/07pbtc8,0,0
272273.wav,Walk_or_footsteps,/m/07pbtc8,0,0
233719.wav,Walk_or_footsteps,/m/07pbtc8,0,0
8919.wav,Piano,/m/05r5c,0,0
10407.wav,Tearing,/m/07qcx4z,0,0
10413.wav,Tearing,/m/07qcx4z,0,0
140462.wav,Tearing,/m/07qcx4z,0,0
263082.wav,Walk_or_footsteps,/m/07pbtc8,0,0
389658.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10417.wav,Tearing,/m/07qcx4z,0,0
316082.wav,Piano,/m/05r5c,0,0
41582.wav,Walk_or_footsteps,/m/07pbtc8,0,0
103973.wav,Walk_or_footsteps,/m/07pbtc8,0,0
343649.wav,Piano,/m/05r5c,0,0
199350.wav,Tearing,/m/07qcx4z,0,0
119724.wav,Squeak,/m/07q6cd_,0,0
382344.wav,Piano,/m/05r5c,0,0
189836.wav,Clapping,/m/0l15bq,0,0
427617.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10429.wav,Tearing,/m/07qcx4z,0,0
160686.wav,Squeak,/m/07q6cd_,0,0
364734.wav,Tearing,/m/07qcx4z,0,0
431083.wav,Piano,/m/05r5c,0,0
339118.wav,Clapping,/m/0l15bq,0,0
426982.wav,Piano,/m/05r5c,0,0
350193.wav,Piano,/m/05r5c,0,0
165593.wav,Tearing,/m/07qcx4z,0,0
100014.wav,Walk_or_footsteps,/m/07pbtc8,0,0
349111.wav,Squeak,/m/07q6cd_,0,0
176444.wav,Piano,/m/05r5c,0,0
366167.wav,Tearing,/m/07qcx4z,0,0
196930.wav,Piano,/m/05r5c,0,0
273109.wav,Walk_or_footsteps,/m/07pbtc8,0,0
29704.wav,Piano,/m/05r5c,0,0
156602.wav,Squeak,/m/07q6cd_,0,0
409243.wav,Walk_or_footsteps,/m/07pbtc8,0,0
39204.wav,Piano,/m/05r5c,0,0
359154.wav,Tearing,/m/07qcx4z,0,0
30931.wav,Tearing,/m/07qcx4z,0,0
99713.wav,Walk_or_footsteps,/m/07pbtc8,0,0
8948.wav,Piano,/m/05r5c,0,0
188851.wav,Walk_or_footsteps,/m/07pbtc8,0,0
62657.wav,Walk_or_footsteps,/m/07pbtc8,0,0
350238.wav,Piano,/m/05r5c,0,0
68904.wav,Tearing,/m/07qcx4z,0,0
28589.wav,Piano,/m/05r5c,0,0
361711.wav,Clapping,/m/0l15bq,0,0
153216.wav,Walk_or_footsteps,/m/07pbtc8,0,0
164516.wav,Walk_or_footsteps,/m/07pbtc8,0,0
252426.wav,Piano,/m/05r5c,0,0
163592.wav,Tearing,/m/07qcx4z,0,0
203463.wav,Piano,/m/05r5c,0,0
269256.wav,Squeak,/m/07q6cd_,0,0
316644.wav,Piano,/m/05r5c,0,0
379287.wav,Walk_or_footsteps,/m/07pbtc8,0,0
79064.wav,Tearing,/m/07qcx4z,0,0
266313.wav,Tearing,/m/07qcx4z,0,0
148597.wav,Piano,/m/05r5c,0,1
140124.wav,Walk_or_footsteps,/m/07pbtc8,0,0
365616.wav,Clapping,/m/0l15bq,0,0
215081.wav,Walk_or_footsteps,/m/07pbtc8,0,0
112181.wav,Piano,/m/05r5c,0,1
382435.wav,Piano,/m/05r5c,0,0
