fname,label,aso_id,manually_verified,noisy_small
340225.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32635.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32642.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32643.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32646.wav,Walk_or_footsteps,/m/07pbtc8,1,0
32644.wav,Walk_or_footsteps,/m/07pbtc8,1,0
267020.wav,Squeak,/m/07q6cd_,0,0
257050.wav,Squeak,/m/07q6cd_,0,0
178720.wav,Walk_or_footsteps,/m/07pbtc8,0,0
145231.wav,Wind,/m/03m9d0z,0,0
242014.wav,Wind,/m/03m9d0z,0,0
17651.wav,Walk_or_footsteps,/m/07pbtc8,0,0
211941.wav,Wind,/m/03m9d0z,0,0
334911.wav,Wind,/m/03m9d0z,0,0
273462.wav,Squeak,/m/07q6cd_,0,0
320419.wav,Squeak,/m/07q6cd_,0,0
38872.wav,Walk_or_footsteps,/m/07pbtc8,0,0
17769.wav,Wind,/m/03m9d0z,0,0
119912.wav,Walk_or_footsteps,/m/07pbtc8,0,0
62591.wav,Walk_or_footsteps,/m/07pbtc8,0,0
422976.wav,Walk_or_footsteps,/m/07pbtc8,0,0
40677.wav,Walk_or_footsteps,/m/07pbtc8,0,0
99433.wav,Squeak,/m/07q6cd_,0,0
149642.wav,Wind,/m/03m9d0z,0,0
99434.wav,Squeak,/m/07q6cd_,0,0
119916.wav,Squeak,/m/07q6cd_,0,0
89613.wav,Wind,/m/03m9d0z,0,0
43761.wav,Walk_or_footsteps,/m/07pbtc8,0,0
361198.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
432552.wav,Walk_or_footsteps,/m/07pbtc8,0,0
200337.wav,Squeak,/m/07q6cd_,0,1
191518.wav,Walk_or_footsteps,/m/07pbtc8,0,0
197134.wav,Wind,/m/03m9d0z,0,0
144126.wav,Wind,/m/03m9d0z,0,0
376002.wav,Squeak,/m/07q6cd_,0,0
330243.wav,Squeak,/m/07q6cd_,0,0
23733.wav,Squeak,/m/07q6cd_,0,0
207260.wav,Walk_or_footsteps,/m/07pbtc8,0,0
408013.wav,Walk_or_footsteps,/m/07pbtc8,0,0
325090.wav,Wind,/m/03m9d0z,0,0
94340.wav,Walk_or_footsteps,/m/07pbtc8,0,0
271569.wav,Squeak,/m/07q6cd_,0,0
237519.wav,Wind,/m/03m9d0z,0,0
58900.wav,Acoustic_guitar,/m/042v_gx,0,0
262323.wav,Wind,/m/03m9d0z,0,0
371710.wav,Wind,/m/03m9d0z,0,0
384223.wav,Squeak,/m/07q6cd_,0,0
128805.wav,Acoustic_guitar,/m/042v_gx,0,0
271570.wav,Squeak,/m/07q6cd_,0,0
392511.wav,Walk_or_footsteps,/m/07pbtc8,0,0
396169.wav,Wind,/m/03m9d0z,0,0
100651.wav,Walk_or_footsteps,/m/07pbtc8,0,0
137026.wav,Squeak,/m/07q6cd_,0,0
232700.wav,Squeak,/m/07q6cd_,0,0
78992.wav,Squeak,/m/07q6cd_,0,0
137729.wav,Walk_or_footsteps,/m/07pbtc8,0,0
347371.wav,Walk_or_footsteps,/m/07pbtc8,0,0
222799.wav,Acoustic_guitar,/m/042v_gx,0,0
51047.wav,Squeak,/m/07q6cd_,0,0
191776.wav,Squeak,/m/07q6cd_,0,0
124587.wav,Wind,/m/03m9d0z,0,0
182921.wav,Wind,/m/03m9d0z,0,0
393871.wav,Walk_or_footsteps,/m/07pbtc8,0,0
278137.wav,Squeak,/m/07q6cd_,0,0
48511.wav,Wind,/m/03m9d0z,0,0
329603.wav,Walk_or_footsteps,/m/07pbtc8,0,0
21111.wav,Walk_or_footsteps,/m/07pbtc8,0,0
410860.wav,Wind,/m/03m9d0z,0,0
29834.wav,Piano,/m/05r5c,1,0
238634.wav,Piano,/m/05r5c,1,0
148755.wav,Piano,/m/05r5c,1,0
203462.wav,Piano,/m/05r5c,1,0
203464.wav,Piano,/m/05r5c,1,0
203466.wav,Piano,/m/05r5c,1,0
203476.wav,Piano,/m/05r5c,1,0
28581.wav,Piano,/m/05r5c,1,0
28590.wav,Piano,/m/05r5c,1,0
28630.wav,Piano,/m/05r5c,1,0
28573.wav,Piano,/m/05r5c,1,0
28587.wav,Piano,/m/05r5c,1,0
28620.wav,Piano,/m/05r5c,1,0
188016.wav,Piano,/m/05r5c,1,0
176466.wav,Piano,/m/05r5c,1,0
176475.wav,Piano,/m/05r5c,1,0
176485.wav,Piano,/m/05r5c,1,0
176501.wav,Piano,/m/05r5c,1,0
176508.wav,Piano,/m/05r5c,1,0
176512.wav,Piano,/m/05r5c,1,0
176480.wav,Piano,/m/05r5c,1,0
316010.wav,Piano,/m/05r5c,1,0
316016.wav,Piano,/m/05r5c,1,0
316041.wav,Piano,/m/05r5c,1,0
316084.wav,Piano,/m/05r5c,1,0
316009.wav,Piano,/m/05r5c,1,0
316029.wav,Piano,/m/05r5c,1,0
316045.wav,Piano,/m/05r5c,1,0
316056.wav,Piano,/m/05r5c,1,0
39157.wav,Piano,/m/05r5c,1,0
39201.wav,Piano,/m/05r5c,1,0
39206.wav,Piano,/m/05r5c,1,0
39207.wav,Piano,/m/05r5c,1,0
39155.wav,Piano,/m/05r5c,1,0
39167.wav,Piano,/m/05r5c,1,0
39172.wav,Piano,/m/05r5c,1,0
39176.wav,Piano,/m/05r5c,1,0
39181.wav,Piano,/m/05r5c,1,0
277087.wav,Piano,/m/05r5c,1,0
277110.wav,Piano,/m/05r5c,1,0
70823.wav,Piano,/m/05r5c,1,0
70828.wav,Piano,/m/05r5c,1,0
70856.wav,Piano,/m/05r5c,1,0
70865.wav,Piano,/m/05r5c,1,0
277103.wav,Piano,/m/05r5c,1,0
70827.wav,Piano,/m/05r5c,1,0
70860.wav,Piano,/m/05r5c,1,0
70864.wav,Piano,/m/05r5c,1,0
316898.wav,Piano,/m/05r5c,1,0
316904.wav,Piano,/m/05r5c,1,0
316908.wav,Piano,/m/05r5c,1,0
316910.wav,Piano,/m/05r5c,1,0
316911.wav,Piano,/m/05r5c,1,0
316913.wav,Piano,/m/05r5c,1,0
316912.wav,Piano,/m/05r5c,1,0
316899.wav,Piano,/m/05r5c,1,0
316900.wav,Piano,/m/05r5c,1,0
316902.wav,Piano,/m/05r5c,1,0
316907.wav,Piano,/m/05r5c,1,0
316901.wav,Piano,/m/05r5c,1,0
382483.wav,Piano,/m/05r5c,1,0
382485.wav,Piano,/m/05r5c,1,0
382487.wav,Piano,/m/05r5c,1,0
382505.wav,Piano,/m/05r5c,1,0
382511.wav,Piano,/m/05r5c,1,0
382513.wav,Piano,/m/05r5c,1,0
382534.wav,Piano,/m/05r5c,1,0
382536.wav,Piano,/m/05r5c,1,0
382543.wav,Piano,/m/05r5c,1,0
382452.wav,Piano,/m/05r5c,1,0
382533.wav,Piano,/m/05r5c,1,0
382537.wav,Piano,/m/05r5c,1,0
382547.wav,Piano,/m/05r5c,1,0
148546.wav,Piano,/m/05r5c,1,0
148593.wav,Piano,/m/05r5c,1,0
148602.wav,Piano,/m/05r5c,1,0
148401.wav,Piano,/m/05r5c,1,0
148429.wav,Piano,/m/05r5c,1,0
148473.wav,Piano,/m/05r5c,1,0
148480.wav,Piano,/m/05r5c,1,0
148494.wav,Piano,/m/05r5c,1,0
148501.wav,Piano,/m/05r5c,1,0
148514.wav,Piano,/m/05r5c,1,0
148519.wav,Piano,/m/05r5c,1,0
148539.wav,Piano,/m/05r5c,1,0
148545.wav,Piano,/m/05r5c,1,0
148561.wav,Piano,/m/05r5c,1,0
148582.wav,Piano,/m/05r5c,1,0
148583.wav,Piano,/m/05r5c,1,0
148585.wav,Piano,/m/05r5c,1,0
148402.wav,Piano,/m/05r5c,1,0
148478.wav,Piano,/m/05r5c,1,0
148481.wav,Piano,/m/05r5c,1,0
148487.wav,Piano,/m/05r5c,1,0
148508.wav,Piano,/m/05r5c,1,0
148521.wav,Piano,/m/05r5c,1,0
336389.wav,Squeak,/m/07q6cd_,0,1
337328.wav,Squeak,/m/07q6cd_,0,0
264657.wav,Walk_or_footsteps,/m/07pbtc8,0,1
337335.wav,Squeak,/m/07q6cd_,0,0
176529.wav,Piano,/m/05r5c,0,0
272561.wav,Walk_or_footsteps,/m/07pbtc8,0,0
234737.wav,Wind,/m/03m9d0z,0,0
365498.wav,Walk_or_footsteps,/m/07pbtc8,0,0
197400.wav,Walk_or_footsteps,/m/07pbtc8,0,1
376437.wav,Walk_or_footsteps,/m/07pbtc8,0,0
430692.wav,Wind,/m/03m9d0z,0,0
268882.wav,Walk_or_footsteps,/m/07pbtc8,0,0
188019.wav,Piano,/m/05r5c,0,0
368120.wav,Squeak,/m/07q6cd_,0,0
95264.wav,Wind,/m/03m9d0z,0,0
176479.wav,Piano,/m/05r5c,0,1
109824.wav,Squeak,/m/07q6cd_,0,0
256307.wav,Tearing,/m/07qcx4z,1,0
322227.wav,Tearing,/m/07qcx4z,1,0
10425.wav,Tearing,/m/07qcx4z,1,0
223375.wav,Tearing,/m/07qcx4z,1,0
223373.wav,Tearing,/m/07qcx4z,1,0
353055.wav,Tearing,/m/07qcx4z,1,0
267713.wav,Tearing,/m/07qcx4z,1,0
347322.wav,Tearing,/m/07qcx4z,1,0
328726.wav,Tearing,/m/07qcx4z,1,0
178495.wav,Tearing,/m/07qcx4z,1,0
255158.wav,Tearing,/m/07qcx4z,1,0
172622.wav,Tearing,/m/07qcx4z,1,0
59966.wav,Tearing,/m/07qcx4z,1,0
327919.wav,Tearing,/m/07qcx4z,1,0
111110.wav,Tearing,/m/07qcx4z,1,0
365610.wav,Tearing,/m/07qcx4z,1,0
68900.wav,Tearing,/m/07qcx4z,1,0
10427.wav,Tearing,/m/07qcx4z,1,0
361438.wav,Tearing,/m/07qcx4z,1,0
141130.wav,Tearing,/m/07qcx4z,1,0
23633.wav,Tearing,/m/07qcx4z,1,0
338187.wav,Tearing,/m/07qcx4z,1,0
172624.wav,Tearing,/m/07qcx4z,1,0
245198.wav,Tearing,/m/07qcx4z,1,0
342541.wav,Tearing,/m/07qcx4z,1,0
18327.wav,Tearing,/m/07qcx4z,1,0
179022.wav,Tearing,/m/07qcx4z,1,0
179016.wav,Tearing,/m/07qcx4z,1,0
216926.wav,Tearing,/m/07qcx4z,1,0
68894.wav,Tearing,/m/07qcx4z,1,0
172625.wav,Tearing,/m/07qcx4z,1,0
172626.wav,Tearing,/m/07qcx4z,1,0
68897.wav,Tearing,/m/07qcx4z,1,0
111107.wav,Tearing,/m/07qcx4z,1,0
159084.wav,Tearing,/m/07qcx4z,1,0
159083.wav,Tearing,/m/07qcx4z,1,0
179020.wav,Tearing,/m/07qcx4z,1,0
159092.wav,Tearing,/m/07qcx4z,1,0
187273.wav,Tearing,/m/07qcx4z,1,0
111118.wav,Tearing,/m/07qcx4z,1,0
198233.wav,Tearing,/m/07qcx4z,1,0
45657.wav,Tearing,/m/07qcx4z,1,0
90801.wav,Tearing,/m/07qcx4z,1,0
275522.wav,Tearing,/m/07qcx4z,1,0
10428.wav,Tearing,/m/07qcx4z,1,0
10426.wav,Tearing,/m/07qcx4z,1,0
141131.wav,Tearing,/m/07qcx4z,1,0
181773.wav,Tearing,/m/07qcx4z,1,0
68899.wav,Tearing,/m/07qcx4z,1,0
347318.wav,Tearing,/m/07qcx4z,1,0
10420.wav,Tearing,/m/07qcx4z,1,0
211001.wav,Tearing,/m/07qcx4z,1,0
68902.wav,Tearing,/m/07qcx4z,1,0
10419.wav,Tearing,/m/07qcx4z,1,0
331609.wav,Tearing,/m/07qcx4z,1,0
352444.wav,Tearing,/m/07qcx4z,1,0
85481.wav,Tearing,/m/07qcx4z,1,0
111119.wav,Tearing,/m/07qcx4z,1,0
68898.wav,Tearing,/m/07qcx4z,1,0
151446.wav,Tearing,/m/07qcx4z,1,0
111114.wav,Tearing,/m/07qcx4z,1,0
221679.wav,Tearing,/m/07qcx4z,1,0
187962.wav,Clapping,/m/0l15bq,0,0
350214.wav,Piano,/m/05r5c,0,0
13356.wav,Piano,/m/05r5c,0,0
28227.wav,Clapping,/m/0l15bq,0,0
111113.wav,Tearing,/m/07qcx4z,0,1
111115.wav,Tearing,/m/07qcx4z,0,0
201758.wav,Tearing,/m/07qcx4z,0,0
181332.wav,Wind,/m/03m9d0z,0,0
47439.wav,Clapping,/m/0l15bq,0,0
252387.wav,Piano,/m/05r5c,0,0
199900.wav,Walk_or_footsteps,/m/07pbtc8,0,0
182930.wav,Acoustic_guitar,/m/042v_gx,0,0
59592.wav,Walk_or_footsteps,/m/07pbtc8,0,0
189828.wav,Clapping,/m/0l15bq,0,0
251921.wav,Piano,/m/05r5c,0,0
201773.wav,Tearing,/m/07qcx4z,0,0
180770.wav,Clapping,/m/0l15bq,0,0
253250.wav,Piano,/m/05r5c,0,0
347319.wav,Tearing,/m/07qcx4z,0,0
269287.wav,Wind,/m/03m9d0z,0,0
350167.wav,Piano,/m/05r5c,0,0
337302.wav,Piano,/m/05r5c,0,0
21104.wav,Tearing,/m/07qcx4z,0,0
242190.wav,Walk_or_footsteps,/m/07pbtc8,0,0
99230.wav,Squeak,/m/07q6cd_,0,0
207265.wav,Walk_or_footsteps,/m/07pbtc8,0,0
124061.wav,Walk_or_footsteps,/m/07pbtc8,0,0
389990.wav,Clapping,/m/0l15bq,0,0
223374.wav,Tearing,/m/07qcx4z,0,0
10395.wav,Tearing,/m/07qcx4z,0,1
252530.wav,Piano,/m/05r5c,0,0
121200.wav,Tearing,/m/07qcx4z,0,0
187802.wav,Piano,/m/05r5c,0,1
252515.wav,Piano,/m/05r5c,0,0
260091.wav,Clapping,/m/0l15bq,0,0
160597.wav,Walk_or_footsteps,/m/07pbtc8,0,0
272273.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10413.wav,Tearing,/m/07qcx4z,0,0
140462.wav,Tearing,/m/07qcx4z,0,0
331440.wav,Tearing,/m/07qcx4z,0,0
389658.wav,Walk_or_footsteps,/m/07pbtc8,0,0
343649.wav,Piano,/m/05r5c,0,0
189836.wav,Clapping,/m/0l15bq,0,0
364734.wav,Tearing,/m/07qcx4z,0,0
104089.wav,Clapping,/m/0l15bq,0,0
339118.wav,Clapping,/m/0l15bq,0,0
104081.wav,Walk_or_footsteps,/m/07pbtc8,0,0
205536.wav,Tearing,/m/07qcx4z,0,0
176444.wav,Piano,/m/05r5c,0,0
273109.wav,Walk_or_footsteps,/m/07pbtc8,0,0
350238.wav,Piano,/m/05r5c,0,0
62657.wav,Walk_or_footsteps,/m/07pbtc8,0,0
188851.wav,Walk_or_footsteps,/m/07pbtc8,0,0
8948.wav,Piano,/m/05r5c,0,0
28589.wav,Piano,/m/05r5c,0,0
316644.wav,Piano,/m/05r5c,0,0
252426.wav,Piano,/m/05r5c,0,0
176123.wav,Walk_or_footsteps,/m/07pbtc8,0,0
164498.wav,Walk_or_footsteps,/m/07pbtc8,0,0
215081.wav,Walk_or_footsteps,/m/07pbtc8,0,0
68892.wav,Tearing,/m/07qcx4z,0,0
94342.wav,Walk_or_footsteps,/m/07pbtc8,0,0
253229.wav,Piano,/m/05r5c,0,0
121079.wav,Piano,/m/05r5c,0,1
272028.wav,Tearing,/m/07qcx4z,0,0
366893.wav,Tearing,/m/07qcx4z,0,0
428787.wav,Walk_or_footsteps,/m/07pbtc8,0,0
138054.wav,Walk_or_footsteps,/m/07pbtc8,0,0
406745.wav,Walk_or_footsteps,/m/07pbtc8,0,0
325954.wav,Tearing,/m/07qcx4z,0,0
106017.wav,Clapping,/m/0l15bq,0,0
50383.wav,Piano,/m/05r5c,0,0
429908.wav,Piano,/m/05r5c,0,0
423474.wav,Piano,/m/05r5c,0,0
180774.wav,Clapping,/m/0l15bq,0,0
201615.wav,Tearing,/m/07qcx4z,0,0
72660.wav,Squeak,/m/07q6cd_,0,0
160595.wav,Walk_or_footsteps,/m/07pbtc8,0,0
25321.wav,Clapping,/m/0l15bq,0,0
159090.wav,Tearing,/m/07qcx4z,0,0
328052.wav,Tearing,/m/07qcx4z,0,0
40688.wav,Walk_or_footsteps,/m/07pbtc8,0,0
159094.wav,Tearing,/m/07qcx4z,0,0
44925.wav,Tearing,/m/07qcx4z,0,0
155010.wav,Tearing,/m/07qcx4z,0,1
148500.wav,Piano,/m/05r5c,0,0
189335.wav,Walk_or_footsteps,/m/07pbtc8,0,0
127756.wav,Piano,/m/05r5c,0,0
187271.wav,Tearing,/m/07qcx4z,0,0
72664.wav,Squeak,/m/07q6cd_,0,0
277133.wav,Piano,/m/05r5c,0,0
109593.wav,Walk_or_footsteps,/m/07pbtc8,0,0
41346.wav,Piano,/m/05r5c,0,0
18329.wav,Tearing,/m/07qcx4z,0,0
189852.wav,Walk_or_footsteps,/m/07pbtc8,0,0
72667.wav,Squeak,/m/07q6cd_,0,1
200836.wav,Clapping,/m/0l15bq,0,0
137811.wav,Walk_or_footsteps,/m/07pbtc8,0,0
411217.wav,Clapping,/m/0l15bq,0,0
155973.wav,Tearing,/m/07qcx4z,0,0
245197.wav,Tearing,/m/07qcx4z,0,0
271938.wav,Walk_or_footsteps,/m/07pbtc8,0,0
252600.wav,Piano,/m/05r5c,0,0
89778.wav,Tearing,/m/07qcx4z,0,0
57801.wav,Walk_or_footsteps,/m/07pbtc8,0,0
254554.wav,Walk_or_footsteps,/m/07pbtc8,0,0
137708.wav,Tearing,/m/07qcx4z,0,0
433605.wav,Clapping,/m/0l15bq,0,0
324599.wav,Tearing,/m/07qcx4z,0,0
15342.wav,Squeak,/m/07q6cd_,0,0
350192.wav,Piano,/m/05r5c,0,0
409232.wav,Tearing,/m/07qcx4z,0,0
397448.wav,Tearing,/m/07qcx4z,0,0
390876.wav,Tearing,/m/07qcx4z,0,0
261108.wav,Squeak,/m/07q6cd_,0,0
272271.wav,Walk_or_footsteps,/m/07pbtc8,0,0
409347.wav,Tearing,/m/07qcx4z,0,0
28622.wav,Piano,/m/05r5c,0,0
97382.wav,Walk_or_footsteps,/m/07pbtc8,0,0
432003.wav,Piano,/m/05r5c,0,0
433985.wav,Tearing,/m/07qcx4z,0,0
134867.wav,Walk_or_footsteps,/m/07pbtc8,0,0
31160.wav,Piano,/m/05r5c,0,0
350165.wav,Piano,/m/05r5c,0,0
388327.wav,Walk_or_footsteps,/m/07pbtc8,0,0
428569.wav,Tearing,/m/07qcx4z,0,0
238631.wav,Piano,/m/05r5c,0,0
405662.wav,Tearing,/m/07qcx4z,0,0
422737.wav,Tearing,/m/07qcx4z,0,0
148489.wav,Piano,/m/05r5c,0,0
411683.wav,Tearing,/m/07qcx4z,0,0
409235.wav,Tearing,/m/07qcx4z,0,1
103971.wav,Walk_or_footsteps,/m/07pbtc8,0,1
382342.wav,Piano,/m/05r5c,0,0
337089.wav,Writing,/m/081rb,1,0
347362.wav,Writing,/m/081rb,1,0
272204.wav,Writing,/m/081rb,1,0
337084.wav,Writing,/m/081rb,1,0
332087.wav,Writing,/m/081rb,1,0
335932.wav,Writing,/m/081rb,1,0
231454.wav,Writing,/m/081rb,1,0
365890.wav,Writing,/m/081rb,1,0
253901.wav,Writing,/m/081rb,1,0
125397.wav,Writing,/m/081rb,1,0
178369.wav,Writing,/m/081rb,1,0
377838.wav,Writing,/m/081rb,1,0
335512.wav,Writing,/m/081rb,1,0
335504.wav,Writing,/m/081rb,1,0
335953.wav,Writing,/m/081rb,1,0
335519.wav,Writing,/m/081rb,1,0
232418.wav,Writing,/m/081rb,1,0
177881.wav,Writing,/m/081rb,1,0
335946.wav,Writing,/m/081rb,1,0
337091.wav,Writing,/m/081rb,1,0
232419.wav,Writing,/m/081rb,1,0
377831.wav,Writing,/m/081rb,1,0
178370.wav,Writing,/m/081rb,1,0
119144.wav,Writing,/m/081rb,1,0
326961.wav,Writing,/m/081rb,1,0
335944.wav,Writing,/m/081rb,1,0
278159.wav,Writing,/m/081rb,1,0
209666.wav,Writing,/m/081rb,1,0
221722.wav,Writing,/m/081rb,1,0
341738.wav,Writing,/m/081rb,1,0
154431.wav,Writing,/m/081rb,1,0
335517.wav,Writing,/m/081rb,1,0
70768.wav,Writing,/m/081rb,1,0
335513.wav,Writing,/m/081rb,1,0
335503.wav,Writing,/m/081rb,1,0
349703.wav,Writing,/m/081rb,1,0
335936.wav,Writing,/m/081rb,1,0
335939.wav,Writing,/m/081rb,1,0
231453.wav,Writing,/m/081rb,1,0
335948.wav,Writing,/m/081rb,1,0
335934.wav,Writing,/m/081rb,1,0
333084.wav,Writing,/m/081rb,1,0
335950.wav,Writing,/m/081rb,1,0
267501.wav,Writing,/m/081rb,1,0
339741.wav,Writing,/m/081rb,1,0
335930.wav,Writing,/m/081rb,1,0
261390.wav,Writing,/m/081rb,1,0
271469.wav,Writing,/m/081rb,1,0
180443.wav,Writing,/m/081rb,1,0
335951.wav,Writing,/m/081rb,1,0
335511.wav,Writing,/m/081rb,1,0
335949.wav,Writing,/m/081rb,1,0
82610.wav,Writing,/m/081rb,1,0
335496.wav,Writing,/m/081rb,1,0
167265.wav,Writing,/m/081rb,1,0
146784.wav,Writing,/m/081rb,1,0
221745.wav,Writing,/m/081rb,1,0
377844.wav,Writing,/m/081rb,1,0
221733.wav,Writing,/m/081rb,1,0
335509.wav,Writing,/m/081rb,1,0
321137.wav,Writing,/m/081rb,1,0
261394.wav,Writing,/m/081rb,1,0
221707.wav,Writing,/m/081rb,1,0
180442.wav,Writing,/m/081rb,1,0
335518.wav,Writing,/m/081rb,1,0
377836.wav,Writing,/m/081rb,1,0
422855.wav,Walk_or_footsteps,/m/07pbtc8,0,0
70839.wav,Piano,/m/05r5c,0,0
70848.wav,Piano,/m/05r5c,0,0
433613.wav,Walk_or_footsteps,/m/07pbtc8,0,0
350234.wav,Piano,/m/05r5c,0,0
393001.wav,Walk_or_footsteps,/m/07pbtc8,0,0
431067.wav,Piano,/m/05r5c,0,0
349931.wav,Piano,/m/05r5c,0,0
263918.wav,Walk_or_footsteps,/m/07pbtc8,0,0
419111.wav,Walk_or_footsteps,/m/07pbtc8,0,0
8949.wav,Piano,/m/05r5c,0,1
190033.wav,Writing,/m/081rb,0,0
264890.wav,Walk_or_footsteps,/m/07pbtc8,0,0
175574.wav,Piano,/m/05r5c,0,0
321135.wav,Writing,/m/081rb,0,0
25520.wav,Walk_or_footsteps,/m/07pbtc8,0,0
272556.wav,Walk_or_footsteps,/m/07pbtc8,0,0
89556.wav,Walk_or_footsteps,/m/07pbtc8,0,0
335506.wav,Writing,/m/081rb,0,0
321134.wav,Writing,/m/081rb,0,0
350229.wav,Piano,/m/05r5c,0,0
210573.wav,Walk_or_footsteps,/m/07pbtc8,0,1
335515.wav,Writing,/m/081rb,0,1
39216.wav,Piano,/m/05r5c,0,0
264877.wav,Writing,/m/081rb,0,0
337086.wav,Writing,/m/081rb,0,0
337779.wav,Piano,/m/05r5c,0,0
245459.wav,Writing,/m/081rb,0,0
178445.wav,Writing,/m/081rb,0,0
340230.wav,Walk_or_footsteps,/m/07pbtc8,0,0
79141.wav,Writing,/m/081rb,0,0
405427.wav,Coin_(dropping),/m/0242l,1,0
154410.wav,Coin_(dropping),/m/0242l,1,0
153364.wav,Coin_(dropping),/m/0242l,1,0
130105.wav,Coin_(dropping),/m/0242l,1,0
410840.wav,Coin_(dropping),/m/0242l,1,0
186356.wav,Coin_(dropping),/m/0242l,1,0
419469.wav,Coin_(dropping),/m/0242l,1,0
