epoch, loss, training accuracy, test accuracy
142,0.8518900015137413,0.7798514,66.63146779303062
143,0.8505073408146838,0.77967656,66.63146779303062
144,0.8524673664486492,0.7804633,66.63146779303062
145,0.8502865921367299,0.7789117,66.73706441393875
146,0.851369624788111,0.77856207,67.2650475184794
147,0.8521538070448629,0.7785184,66.63146779303062
148,0.8485121358524669,0.7795236,67.05385427666315
149,0.8441015771635763,0.77941436,67.15945089757128
150,0.8461735605776727,0.7820804,66.84266103484688
151,0.852070638433203,0.7781032,67.15945089757128
152,0.840843187095402,0.7832168,67.15945089757128
153,0.8491074356582615,0.7791958,67.15945089757128
154,0.8519386620788307,0.77690125,67.2650475184794
155,0.8505384483537474,0.7789336,67.15945089757128
156,0.8470675464693483,0.7791084,67.15945089757128
157,0.8485531992011971,0.77908653,67.05385427666315
158,0.8471647012483824,0.7791084,67.2650475184794
159,0.8480224079185432,0.7815778,67.05385427666315
160,0.8465908768293741,0.779611,67.2650475184794
161,0.8542024354834656,0.778125,67.2650475184794
162,0.8470096185073986,0.7830201,67.15945089757128
163,0.8436625063419342,0.7825175,67.2650475184794
164,0.8471350378506667,0.77856207,67.37064413938754
165,0.8487629578663752,0.7801792,67.2650475184794
166,0.8401438646383219,0.78411275,67.2650475184794
167,0.8425494057732028,0.78070366,67.2650475184794
168,0.8472701338621286,0.77926135,67.2650475184794
169,0.8444285612839919,0.7808348,67.05385427666315
170,0.8445298930981776,0.78011364,67.15945089757128
171,0.8454677799364904,0.7818619,67.15945089757128
172,0.8429835789270335,0.78052884,67.05385427666315
173,0.8470532016320662,0.78024477,67.05385427666315
174,0.846540196792229,0.7807692,66.73706441393875
175,0.8439272609623996,0.78197116,66.94825765575501
176,0.8436548516466901,0.7794362,67.15945089757128
177,0.8470989212289557,0.7816871,66.94825765575501
178,0.848459175666729,0.778125,67.2650475184794
179,0.8460034821833764,0.77899915,67.05385427666315
180,0.851519589282416,0.7776224,67.05385427666315
181,0.8472287369774771,0.7810752,66.84266103484688
182,0.847709697985149,0.78177446,67.05385427666315
183,0.8421716558349716,0.7807692,67.05385427666315
184,0.8412734528521558,0.7847465,67.15945089757128
185,0.8471732524725107,0.78240824,67.05385427666315
186,0.8518939525931032,0.7778628,67.05385427666315
187,0.8435137576156563,0.7812719,66.94825765575501
188,0.8482620101708632,0.7793706,67.05385427666315
189,0.8513651913696235,0.7778846,66.84266103484688
190,0.849557953614455,0.7782561,66.94825765575501
191,0.8475602594288912,0.77781904,66.84266103484688
192,0.842616356086064,0.77987325,67.15945089757128
193,0.8426929750225761,0.78179634,67.05385427666315
194,0.8465356789268814,0.7807692,67.15945089757128
195,0.8452176524625792,0.77950174,67.05385427666315
196,0.8495737983630254,0.7795673,67.05385427666315
197,0.8460000058987758,0.78070366,67.15945089757128
198,0.8434985858577114,0.78044146,66.94825765575501
199,0.8463449944149364,0.78155595,67.15945089757128
